concept,Length,Temperature,Physical quantity,Metre,Physics,Hertz,Kilogram,Joule,Work (physics),Motion,Inertial frame of reference,Non-inertial reference frame,Direction (geometry),Frame of reference,Position (vector),Euclidean vector,Distance,Displacement (vector),Scalar (mathematics),Velocity,Speed,Acceleration,Equations of motion,Force,Newton's laws of motion,Le Sage's theory of gravitation,Gravity,Mass,Planet,Gravity of Earth,Gravitational acceleration,Field (physics),Gravitational field,Friction,Free fall,Potential energy,Energy,Electric potential energy,Kinetic energy,Tension (physics),Energy level,Mechanical energy,Sound,Transmission medium,Amplitude,Transverse wave,Crest (physics),Wavelength,Frequency,Motion graphs and derivatives,Wave,Standing wave,Interference (wave propagation),Geometrical optics,Hardness,Optical microscope,Telescope,Light,Ray (optics),Reflection (physics),Angle of incidence,Specular reflection,Refraction,Refractive index,Snell's law,Curved mirror,Plane mirror,Mirror image,Virtual image,Real image,Magnification,Total internal reflection,Laser,Magnetism,Plasticity (physics),Electric field,Electron,Magnetic field,Magnet,Strength of materials,Electrical polarity,Compass,Electrostatics,Electric charge,Coulomb,Insulator (electricity),Electrical conductor,Electroscope,Power (physics),Series and parallel circuits,Voltage,Electric potential,Ohm's law,Electromotive force,Electric current,Electrical resistance and conductance,Ohm,Collision,Voltmeter,Ammeter,Ohmmeter,Phase velocity,Scalar multiplication,Normal force,Contact force,Free body diagram,Resultant force,Newton's law of universal gravitation,Gravitational constant,Lever,Tangential and normal components,Torque,Stiffness,Crystallinity,Refracting telescope,Rarefaction,Compression (physics),Diffraction,Pitch (music),Musical tone,Sound intensity,Intensity (physics),Resonance (particle physics),Coulomb's law,Field line,Capacitance,Capacitor,Dielectric,Color,Projectile motion,Elastic collision,Inelastic collision,Relative velocity,Deformation (engineering),Hooke's law,Fracture,Elasticity (physics),Fatigue (material),Creep (deformation),Doppler effect,Dispersion (optics),Subtractive color,Pigment,Huygens–Fresnel principle,Shock wave,Sonic boom,Electromagnetic radiation,Electromagnetic spectrum,Scattering,Photoelectric effect,Emission spectrum,Absorption spectroscopy
Intensity (physics),0.12019875105067562,0.12019875105067562,0.12019875105067562,0.12019875105067562,1.0,0.054526647762341486,0.15703644130611427,0.18914855102959535,0.2548591832092004,0.14087662296870773,0.040301172556480566,0.040301172556480566,0.14754539025780564,0.1128432831581456,0.14087662296870773,0.16224246582974208,0.09712926193482416,0.2105763586511226,0.11709196016117808,0.14087662296870773,0.14087662296870773,0.017445636587458516,0.008722818293729258,0.2548591832092004,0.06281457652244571,0.0,0.1081169981224719,0.1081169981224719,0.1081169981224719,0.0,0.0,0.1949814008940187,0.1694184030998649,0.1339788309680347,0.04873544730189753,0.2548591832092004,0.2548591832092004,0.08549917699419342,0.12261526381100175,0.05572622502790037,0.04527560772496389,0.20435877301833627,0.9360684218272086,0.0,0.18344793778700136,0.0,0.1588373770407228,0.20933041752709464,0.16224246582974208,0.1212045394356833,0.25382042507402564,0.25382042507402564,0.0,0.0243458531028192,0.13147236946558405,0.10913959925317562,0.10913959925317562,0.14443000624404062,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.008516788014804273,0.0,0.13147236946558405,0.1949814008940187,0.10913959925317562,0.0,0.1949814008940187,0.13147236946558405,0.046045394426916283,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.047745186328143736,0.08317766166719343,0.08317766166719343,0.18344793778700136,0.08317766166719343,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.08549917699419342,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.20933041752709464,0.20933041752709464,0.1437660045647232,0.2020881199847992,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.1212045394356833,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.18513591224677714,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.04427563084408522,0.0
Resonance (particle physics),0.12482177993724007,0.12482177993724007,0.12482177993724007,0.12482177993724007,1.0,0.054526647762341486,0.05112915712530254,0.039755501156150036,0.02383637338366331,0.08832740646450722,0.040301172556480566,0.040301172556480566,0.14754539025780564,0.09936833227257064,0.1949814008940187,0.1949814008940187,0.17278784491563454,0.3265554513422677,0.1358295371403688,0.1358295371403688,0.1358295371403688,0.017445636587458516,0.008722818293729258,0.05112915712530254,0.06281457652244571,0.0,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.0,0.0,0.1949814008940187,0.1694184030998649,0.09936833227257064,0.04873544730189753,0.09936833227257064,0.09936833227257064,0.08549917699419342,0.09936833227257064,0.05572622502790037,0.04527560772496389,0.09936833227257064,0.31202280727573617,0.0,0.18344793778700136,0.0,0.3265554513422677,0.3456087309683895,0.6090332563454934,0.1212045394356833,0.5874129837427451,0.3793825120457973,0.0,0.0243458531028192,0.13147236946558405,0.10913959925317562,0.10913959925317562,0.14443000624404062,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.008516788014804273,0.0,0.13147236946558405,0.1949814008940187,0.10913959925317562,0.0,0.1949814008940187,0.13147236946558405,0.046045394426916283,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.047745186328143736,0.08317766166719343,0.08317766166719343,0.023612110804267502,0.08317766166719343,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.08549917699419342,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.2510340201295808,0.2510340201295808,0.1437660045647232,0.2020881199847992,0.04846010163182921,0.0,0.0,1.3325333354727174,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.1212045394356833,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.18513591224677714,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.04427563084408522,0.0
Coulomb's law,0.09014906328800673,0.09014906328800673,0.09771334513622104,0.09014906328800673,1.0,0.054526647762341486,0.12183137451078235,0.06648063919108622,0.06648063919108622,0.09936833227257064,0.040301172556480566,0.040301172556480566,0.04706511182907218,0.09936833227257064,0.012195411522783,0.1074080006775284,0.11188307387429113,0.11645191586955328,0.11645191586955328,0.11645191586955328,0.11645191586955328,0.017445636587458516,0.008722818293729258,0.19352871435072544,0.06281457652244571,0.0,0.09936833227257064,0.04780724822575005,0.09936833227257064,0.0,0.0,0.02096942646657977,0.1340130528916536,0.09936833227257064,0.04873544730189753,0.09936833227257064,0.09936833227257064,0.08549917699419342,0.09936833227257064,0.05572622502790037,0.06648063919108622,0.09936833227257064,0.06648063919108622,0.0,0.07949410637436725,0.0,0.07949410637436725,0.07949410637436725,0.12646083734859911,0.11709196016117808,0.12646083734859911,0.12646083734859911,0.0,0.0243458531028192,0.13147236946558405,0.10913959925317562,0.10913959925317562,0.12646083734859911,0.12646083734859911,0.12646083734859911,0.12646083734859911,0.12646083734859911,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.008516788014804273,0.0,0.13147236946558405,0.1340130528916536,0.10913959925317562,0.0,0.12646083734859911,0.13147236946558405,0.046045394426916283,0.13147236946558405,0.33544241534807545,0.5781677504825184,0.2892501878420821,0.06648063919108622,0.06648063919108622,0.08317766166719343,0.023612110804267502,0.08317766166719343,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.08549917699419342,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.07454275896623899,0.04091292470402812,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.11709196016117808,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.04427563084408522,0.0
Field line,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.050759903015791565,0.12183137451078235,0.05363184011324245,0.05363184011324245,0.09936833227257064,0.040301172556480566,0.040301172556480566,0.08450326896583417,0.09936833227257064,0.13137784231361685,0.13137784231361685,0.09014906328800673,0.13137784231361685,0.11645191586955328,0.11645191586955328,0.11709196016117808,0.017445636587458516,0.008722818293729258,0.13898880394279373,0.06281457652244571,0.0,0.09936833227257064,0.12183137451078235,0.09936833227257064,0.0,0.0,0.37649652064995504,0.1694184030998649,0.09936833227257064,0.04873544730189753,0.09936833227257064,0.09936833227257064,0.08549917699419342,0.09936833227257064,0.05572622502790037,0.046457039076965335,0.09936833227257064,0.05509737275235623,0.0,0.07949410637436725,0.0,0.07949410637436725,0.07949410637436725,0.12646083734859911,0.11709196016117808,0.13137784231361685,0.13137784231361685,0.0,0.0243458531028192,0.13147236946558405,0.10913959925317562,0.10913959925317562,0.13137784231361685,0.13137784231361685,0.13137784231361685,0.13137784231361685,0.13137784231361685,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.008516788014804273,0.0,0.13147236946558405,0.3252031624405933,0.10913959925317562,0.0,0.09957578076318456,0.13147236946558405,0.046045394426916283,0.13147236946558405,0.2409086437499815,0.6151549129712991,0.20773422581385892,0.047745186328143736,0.08317766166719343,0.08317766166719343,0.023612110804267502,0.08317766166719343,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.08549917699419342,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.11709196016117808,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.04427563084408522,0.0
Capacitance,0.09902102579427788,0.12019875105067562,0.12019875105067562,0.09902102579427788,1.0,0.054526647762341486,0.09902102579427788,0.09337713278676228,0.09902102579427788,0.09902102579427788,0.040301172556480566,0.040301172556480566,0.14754539025780564,0.09902102579427788,0.1949814008940187,0.1949814008940187,0.17278784491563454,0.3265554513422677,0.11709196016117808,0.11709196016117808,0.11709196016117808,0.017445636587458516,0.008722818293729258,0.09902102579427788,0.06281457652244571,0.0,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.0,0.0,0.1949814008940187,0.1694184030998649,0.09936833227257064,0.04873544730189753,0.09936833227257064,0.09936833227257064,0.08549917699419342,0.09936833227257064,0.09902102579427788,0.09327143999298423,0.09936833227257064,0.1437660045647232,0.0,0.2510340201295808,0.0,0.3265554513422677,0.3456087309683895,0.7540411745229918,0.11709196016117808,0.5874129837427451,0.3793825120457973,0.0,0.05496375663912434,0.13147236946558405,0.10913959925317562,0.10913959925317562,0.14443000624404062,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.03981205554239517,0.0,0.13147236946558405,0.1949814008940187,0.10913959925317562,0.0,0.1949814008940187,0.13147236946558405,0.046045394426916283,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.09327143999298423,0.09902102579427788,0.09902102579427788,0.023612110804267502,0.09902102579427788,0.09902102579427788,0.08549917699419342,0.0,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.2510340201295808,0.2510340201295808,0.1437660045647232,0.1437660045647232,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.9755550309749074,0.9755550309749074,0.0601573675429604,0.0851722568296792,0.11709196016117808,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.18513591224677714,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.04427563084408522,0.0
Capacitor,0.09902102579427788,0.12019875105067562,0.12019875105067562,0.09902102579427788,1.0,0.054526647762341486,0.09902102579427788,0.09337713278676228,0.09902102579427788,0.09902102579427788,0.040301172556480566,0.040301172556480566,0.14754539025780564,0.09902102579427788,0.1949814008940187,0.1949814008940187,0.17278784491563454,0.3265554513422677,0.11709196016117808,0.11709196016117808,0.11709196016117808,0.017445636587458516,0.008722818293729258,0.09902102579427788,0.06281457652244571,0.0,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.0,0.0,0.1949814008940187,0.1694184030998649,0.09936833227257064,0.04873544730189753,0.09936833227257064,0.09936833227257064,0.08549917699419342,0.09936833227257064,0.09902102579427788,0.09327143999298423,0.09936833227257064,0.1437660045647232,0.0,0.2510340201295808,0.0,0.3265554513422677,0.3456087309683895,0.7540411745229918,0.11709196016117808,0.5874129837427451,0.3793825120457973,0.0,0.05496375663912434,0.13147236946558405,0.10913959925317562,0.10913959925317562,0.14443000624404062,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.03981205554239517,0.0,0.13147236946558405,0.1949814008940187,0.10913959925317562,0.0,0.1949814008940187,0.13147236946558405,0.046045394426916283,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.09327143999298423,0.09902102579427788,0.09902102579427788,0.023612110804267502,0.09902102579427788,0.09902102579427788,0.08549917699419342,0.0,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.2510340201295808,0.2510340201295808,0.1437660045647232,0.1437660045647232,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.9755550309749074,0.9755550309749074,0.0601573675429604,0.0851722568296792,0.11709196016117808,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.18513591224677714,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.04427563084408522,0.0
Dielectric,0.09902102579427788,0.12019875105067562,0.12019875105067562,0.09902102579427788,1.0,0.054526647762341486,0.15703644130611427,0.09337713278676228,0.09902102579427788,0.13804872423831685,0.040301172556480566,0.040301172556480566,0.14754539025780564,0.1128432831581456,0.1949814008940187,0.1949814008940187,0.17278784491563454,0.3265554513422677,0.11709196016117808,0.13804872423831685,0.13804872423831685,0.017445636587458516,0.008722818293729258,0.13898880394279373,0.06281457652244571,0.0,0.1081169981224719,0.12183137451078235,0.1081169981224719,0.0,0.0,0.10687643166837434,0.1694184030998649,0.1339788309680347,0.04873544730189753,0.3173717338822845,0.13999307246702555,0.08549917699419342,0.12261526381100175,0.09902102579427788,0.09327143999298423,0.13999307246702555,0.1437660045647232,0.0,0.2510340201295808,0.0,0.3265554513422677,0.3456087309683895,0.7540411745229918,0.1212045394356833,0.5874129837427451,0.3793825120457973,0.0,0.05496375663912434,0.13147236946558405,0.10913959925317562,0.10913959925317562,0.14443000624404062,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.03981205554239517,0.0,0.13147236946558405,0.23078934108687266,0.10913959925317562,0.0,0.1949814008940187,0.13147236946558405,0.046045394426916283,0.1949814008940187,0.23078934108687266,0.21828077557046094,0.20773422581385892,0.09327143999298423,0.11095712315695376,0.11095712315695376,0.023612110804267502,0.1999463020845996,0.3631115804204025,0.08549917699419342,0.0,0.10663802777845313,0.17842128328082574,0.1999463020845996,0.13005508613201253,0.050251661217956566,0.17842128328082574,0.17842128328082574,0.17842128328082574,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.2510340201295808,0.2510340201295808,0.1437660045647232,0.1437660045647232,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.3304299298463396,0.8811464795902391,0.7597293352602903,0.0851722568296792,0.1212045394356833,0.0,0.0,0.0,0.15868586694114226,0.15868586694114226,0.15868586694114226,0.19395534208637386,0.15868586694114226,0.15868586694114226,0.18513591224677714,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.04427563084408522,0.0
Color,0.11776904648054408,0.12019875105067562,0.12019875105067562,0.11776904648054408,1.0,0.054526647762341486,0.07362598626043566,0.05363184011324245,0.005798036768999184,0.08832740646450722,0.040301172556480566,0.040301172556480566,0.14754539025780564,0.08832740646450722,0.1949814008940187,0.1949814008940187,0.17278784491563454,0.22468389051664825,0.11709196016117808,0.029270346421266094,0.057268669713236575,0.017445636587458516,0.008722818293729258,0.10489517566834733,0.06281457652244571,0.0,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.0,0.0,0.1949814008940187,0.1694184030998649,0.09936833227257064,0.04873544730189753,0.09936833227257064,0.09936833227257064,0.08549917699419342,0.09936833227257064,0.05572622502790037,0.04527560772496389,0.09936833227257064,0.1437660045647232,0.0,0.012890936168816312,0.0,0.22468389051664825,0.08406698861393258,0.22468389051664825,0.11709196016117808,0.02381403988146264,0.22468389051664825,0.031843627502105384,0.05677805941725202,0.01845644653195771,0.10913959925317562,0.10913959925317562,0.42886603655888095,0.18566442336427105,0.07145245478064803,0.18513591224677714,0.18513591224677714,0.05677805941725202,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.008516788014804273,0.0,0.011532479799730336,0.1949814008940187,0.009340776512659176,0.0,0.1949814008940187,0.13147236946558405,0.046045394426916283,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.047745186328143736,0.08317766166719343,0.08317766166719343,0.023612110804267502,0.08317766166719343,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.08549917699419342,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.2468633792631353,0.2468633792631353,0.1437660045647232,0.1437660045647232,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.6574377446096319,0.11709196016117808,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.1948706871281992,0.0,0.0,0.17696365101371606,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.04427563084408522,0.0
Projectile motion,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.048269491461744925,0.040301172556480566,0.02383637338366331,0.02383637338366331,0.4336072680984901,0.040301172556480566,0.040301172556480566,0.08450326896583417,0.1128432831581456,0.08758522820907791,0.1128432831581456,0.09014906328800673,0.1559581156259877,0.122946558169237,0.3281826719960137,0.15450609849716948,0.017445636587458516,0.008722818293729258,0.040301172556480566,0.06281457652244571,0.0,0.1081169981224719,0.1081169981224719,0.1081169981224719,0.0,0.0,0.1559581156259877,0.1559581156259877,0.10871753628884837,0.018844372956733715,0.14357067320784953,0.14357067320784953,0.08549917699419342,0.12261526381100175,0.05572622502790037,0.04527560772496389,0.14357067320784953,0.05509737275235623,0.0,0.07949410637436725,0.0,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.2938291865107474,0.2938291865107474,0.2938291865107474,0.0,0.0243458531028192,0.13147236946558405,0.07949410637436725,0.07949410637436725,0.14443000624404062,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.008516788014804273,0.0,0.13147236946558405,0.18513591224677714,0.10913959925317562,0.0,0.18513591224677714,0.13147236946558405,0.046045394426916283,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.047745186328143736,0.08317766166719343,0.08317766166719343,0.023612110804267502,0.08317766166719343,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.08549917699419342,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.18513591224677714,0.18513591224677714,0.1437660045647232,0.1437660045647232,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.931211620476048,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.18513591224677714,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.04427563084408522,0.0
Elastic collision,0.08028645919165475,0.08028645919165475,0.08028645919165475,0.08028645919165475,1.0,0.054526647762341486,0.15703644130611427,0.09337713278676228,0.27719827474260145,0.14087662296870773,0.040301172556480566,0.040301172556480566,0.11766277957268048,0.1128432831581456,0.14087662296870773,0.14087662296870773,0.09014906328800673,0.2105763586511226,0.1128432831581456,0.14087662296870773,0.14087662296870773,0.017445636587458516,0.008722818293729258,0.2626461123331274,0.06281457652244571,0.0,0.1081169981224719,0.1081169981224719,0.1081169981224719,0.0,0.0,0.1949814008940187,0.1694184030998649,0.1339788309680347,0.04873544730189753,0.2852779630402557,1.054190257819874,0.08549917699419342,0.12261526381100175,0.05845229487534553,0.046457039076965335,0.20435877301833627,0.05845229487534553,0.0,0.07949410637436725,0.0,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.1212045394356833,0.14087662296870773,0.14087662296870773,0.0,0.05496375663912434,0.13147236946558405,0.07949410637436725,0.07949410637436725,0.14087662296870773,0.14087662296870773,0.14087662296870773,0.14087662296870773,0.14087662296870773,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.04427563084408522,0.0,0.4616316129196866,0.1949814008940187,0.10913959925317562,0.0,0.1949814008940187,0.13147236946558405,0.046045394426916283,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.047745186328143736,0.08317766166719343,0.08317766166719343,0.04416339243020403,0.08317766166719343,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.08549917699419342,0.09902102579427788,0.09902102579427788,0.5139374442745558,0.09902102579427788,0.09902102579427788,0.09902102579427788,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.14087662296870773,0.15868586694114226,0.1437660045647232,0.1437660045647232,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.1212045394356833,0.0,0.0,0.0,0.15868586694114226,0.15868586694114226,0.15868586694114226,0.4616316129196866,0.15868586694114226,0.15868586694114226,0.15868586694114226,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.04427563084408522,0.0
